,killed_by,killer_name,killer_placement,killer_position_x,killer_position_y,map,match_id,time,victim_name,victim_placement,victim_position_x,victim_position_y,winner,rating_group
8741973,AKM,atomicsoap,1.0,496910.6,339582.4,ERANGEL,2U4GBNA0YmmGFmAbPt4lRJxtgy17DkYvZ0QIvmluIu8ti_vHtrY7pW2BdHEww4bH,1834,guipaiqigong,2.0,496614.5,337358.1,True,1
13153996,M416,Weks0s,1.0,479467.0,653992.1,ERANGEL,2U4GBNA0Ymm0sSFGdsR4kDz91A-QX0lEgxezVt-H-MNVIc8cWHFafy8TCxr2x3Po,1963,Legandaryrex,2.0,481244.5,655180.4,True,1
12202136,SCAR-L,yuandoudou3,1.0,448222.2,356640.5,MIRAMAR,2U4GBNA0YmnSIQZL7I6yhatZJEB2DxNBRfXq5HyXcKPLC0EHLXy3LDiIhULxkftE,1147,Xiaobiao123,2.0,451805.9,343735.3,True,1
7330915,Mini 14,haobabab886,4.0,418732.6,607283.4,ERANGEL,2U4GBNA0YmkvQVIDx5ay1byFvcc4DYlgbirhqU2axtCY4f_QFvG6sjZv1VZfZdf3,1663,Ezkk,2.0,416652.7,625456.4,True,1
10831677,SKS,MopcuK,19.0,406288.1,159285.7,ERANGEL,2U4GBNA0YmnLP77QuIYwzZf62Hyvp3SsNAZ02q1NSyUiRU-GPG4ECDqT4c8E6LhE,1797,bluesealin,2.0,416149.4,158654.9,True,1
11203846,Mk14,P_A_P_AS_Q_U_A_T,1.0,278140.4,323602.4,,2U4GBNA0YmkKNl_0W2vQmRjLmOizsocAjUxCpWyaJxWWgfG1dqeG2ToPTpLZeUhn,1721,DemEpodonseinBro,2.0,290927.7,326902.9,True,1
8147103,M416,296328228,1.0,334090.1,178774.6,ERANGEL,2U4GBNA0YmmG1_8jHwWMGXe9iF3sd1uXrVTYXwlTnIGJFuqHI5v2DxxknLdYa1eC,1752,PiggyLaw,2.0,315249.6,182813.3,True,1
12748928,M16A4,Im_Dirty_Dan,1.0,558340.7,436110.2,ERANGEL,2U4GBNA0Ymkcq4sYvgfRVXdpRtHFulBxt9n9Jo5z9sqgBpI6VXBIcEN7jNBmGxR1,1884,MochiMilker,2.0,561309.1,436558.3,True,1
12447823,M416,Magician_n,1.0,530802.1,644871.1,MIRAMAR,2U4GBNA0Ymk2oNV07pGX0huYLVQUDyrB37dVEClTyafBDJ_DZPo2eolYQxV6DKXV,1949,superknickers,2.0,531982.7,645242.6,True,1
3504668,M24,KennyPham,1.0,364141.8,485820.3,ERANGEL,2U4GBNA0Ymkl0vIOXpaTUwCaYa8p_CUg72x5sTYwQpoeHJ1CWqQ8r37Ul5PNTfVg,1761,cqht717,2.0,367147.1,479347.6,True,1
5046732,SCAR-L,Daffodil_Jones,1.0,125445.6,328451.3,ERANGEL,2U4GBNA0YmmkCXeRx1hqD5gfWVJYYcESfv9DHpiI_BasXFbsWfxeP7kXXR1gPzYg,1871,LengTongCD,2.0,132980.6,333071.1,True,1
11337727,M416,Reiki____,1.0,393129.9,310911.1,MIRAMAR,2U4GBNA0YmnGhxNPZTSBOBp6lRyO8yPnWS5nVxN3kLgTe6jvglJQ5Nuv7hjXJgL8,1966,shanbaba789,2.0,393511.9,311220.8,True,1
10778908,Mini 14,chinasladdie,1.0,430157.0,422843.1,MIRAMAR,2U4GBNA0YmlXksKIclYqdLmCQi7zun2UlKq0VonSrOPHs6h_OAndpjbnjaEV_vTI,1729,369HG,2.0,423706.8,421085.3,True,1
2273179,SKS,Jheaves,1.0,258655.2,508033.3,ERANGEL,2U4GBNA0YmlaS9Sm9lv8z998Cn69i3i-sg-_mxfjSiNN6b5o2_ysvksqQOMnPUFs,1730,shenhongzhong,2.0,237597.5,507183.6,True,1
9450699,Falling,shesheshe110,3.0,135950.5,450127.2,ERANGEL,2U4GBNA0YmlldPmI597FI2zePlgR0cIiMCVqzDhjP1xSXs8aI2h-BIPL_CZk5yli,1789,Xuanzhi666,2.0,135928.3,445559.0,True,1
7828830,M416,Wolf-hang,3.0,616457.2,614133.5,ERANGEL,2U4GBNA0YmkOMuuGFF_cKkPgPj3nU-jE89qWLovnJHQDp7sIXbQAxGY3DiepUsIy,1915,LGYwin520,2.0,615438.6,612801.6,True,1
12830257,S1897,TeodoreBagwell,1.0,222352.4,512395.1,ERANGEL,2U4GBNA0Ymk3vk5OxwBlBtBlf-cfeuYvsua6jqh5jR1xHw83WyPWnmIyd_ICI6mK,1892,Barashkukor,2.0,223064.9,513025.6,True,1
5674081,M416,kurt777,1.0,452670.5,109489.5,ERANGEL,2U4GBNA0YmnhLp5O4bhR-nSp-FgweaK0DT9UZtUw0GjJ6gTHoaLXQ9uvwoPcah0U,1874,GustavoFring,2.0,444071.8,106209.7,True,1
1067515,AKM,DrForce,13.0,368284.8,438733.5,MIRAMAR,2U4GBNA0YmkRFhdNJg5eKMXNvT5GGLDU3kgSr2gs-0mAvMrxyhhVQJ6PpXQAulZC,651,WAWFAFGAFWQE,2.0,367165.5,439459.5,True,1
13207817,Bluezone,Hejji,1.0,462945.8,712806.4,ERANGEL,2U4GBNA0YmmjtHMdHcLPDttxoY_WAEY8S0yRH9yKpyX91OTQaufvwxbbvqp9dkIB,1766,Biohunter,2.0,442880.5,711862.1,True,1
9305628,Down and Out,TAYLAAA,1.0,122864.7,396238.3,ERANGEL,2U4GBNA0YmnS7dbBStvlXiBnWtb0aVbmCaamTvcOZzDxgei8fPmJocNd6FYoPm0w,1914,gmandrokid,2.0,123742.3,399117.6,True,1
2487401,M16A4,Underfioser,1.0,468403.0,286635.8,ERANGEL,2U4GBNA0YmkhZGoS9G4vMc0DWwKowP3jh6F2MXQWFZl457vJ1TpYotg3TsFY3ohd,1877,SneakyTraveler,2.0,459475.5,289479.2,True,1
765944,Down and Out,GGzen520,3.0,278340.0,168973.2,ERANGEL,2U4GBNA0YmnxKVbMCIJSB73iyTqQZguDUA4aVpkp-LCaeazdGOGRVQs0QyCY00zE,1728,xiexie97,2.0,271550.7,169250.8,True,1
5917942,Bluezone,ddDDuuUUbbBB,7.0,488572.4,493503.7,MIRAMAR,2U4GBNA0YmkY8BOXTZFDu2vdh1gouVhYphwUjfs1XLrmVrC9SGDVJEzJewu_aPth,1641,LlllooovvvEYi,2.0,497089.2,486274.9,True,1
7455268,M416,james-dong,3.0,265412.2,485140.7,ERANGEL,2U4GBNA0Ymnm1AT5ZYZhBjuUhdQWOUtmAOAbNJWRiv3F6Je6Hm02COL9Un8MCEnb,1893,I-am-Harambe,2.0,263637.9,485953.0,True,1
7848843,M416,DouyuTv2006514,9.0,209176.2,354808.0,ERANGEL,2U4GBNA0YmlHzBzb4oNsyLmFHS0BWCRb0aDL8FWoKO3qDb229CvE9RBRKYtpIw4T,501,wuyanzu2xl,2.0,213490.2,355608.6,True,1
6243808,Down and Out,babylwj0109,26.0,385737.1,295505.6,MIRAMAR,2U4GBNA0Yml3_vUirLqUGlaeTCQ9TNoT2h9M0n8WegiBacIq6UWjz7iq_StorAlz,2106,EvanGuan,2.0,385290.6,295271.8,True,1
10504679,UMP9,MetaW0lf,12.0,379515.8,135161.1,ERANGEL,2U4GBNA0YmlKZVJSz4JFy6gAihdLRPXyi4EEMN6ifSrheyfIc2a6vJ7pIL-OzR9w,745,ZiaDum,2.0,379746.4,135161.7,True,1
192424,S1897,YcGoodMan,25.0,553495.3,128238.8,ERANGEL,2U4GBNA0Ymmfzd0IuopopyeqqRiR2Z-1u79-4wHRkZiwVx7L-Inm_BLGjddXfYKv,166,6yearsold,2.0,553561.6,128069.4,True,1
3419263,Down and Out,,,,,ERANGEL,2U4GBNA0YmnpD4-kKA58R-pFBbmmSDs1A0AL--kwJx39VUArBsM5Cynjzxp5O27E,1647,CCona,2.0,169624.5,398004.8,True,1
12778456,Grenade,KillershotJohnny,31.0,224998.7,440607.8,,2U4GBNA0YmnUJ8aOcgnWsRz__IGaejeMVHlXHT7UM27CCwPu9Oq7P2gozVFLN-bo,1914,STONEBRIDGR,2.0,220279.3,436404.1,True,1
6719219,Down and Out,5oysauc3,3.0,537041.6,378480.2,ERANGEL,2U4GBNA0YmnGO9CXaajT0Nm826cCW0GWfoGlE4rwG9zOzYLkPUKw_6B13-dyKCjQ,1767,mpire_chris,2.0,543112.9,363694.2,True,1
10962267,M416,Dewm,1.0,449222.8,457128.9,ERANGEL,2U4GBNA0YmmedwLvd2LnYJy0pVuRgoyvYBVnu9NwsXOoCE4ijeLlH6bovq25BuDd,1973,yueshenshangle,2.0,447847.2,455918.7,True,1
1738454,Kar98k,Huge1420,1.0,638096.3,524083.2,ERANGEL,2U4GBNA0YmkpUEcIE_AfLokKIGaqAxM_SqE-wEWTgUqhBo7VP2X-RkOIuAieiNk1,1735,HePer,2.0,652657.6,532401.2,True,1
9570178,Grenade,laobai687,1.0,158693.6,293239.6,MIRAMAR,2U4GBNA0YmmJ_XWte336ED16QUW0OiW-zoKGMIm3-4gK8rFRJL2bLnp-hDxgI3HL,1844,AviciiYoYo,2.0,160929.5,290893.2,True,1
13068860,SCAR-L,NT_Static,1.0,126699.6,470116.5,MIRAMAR,2U4GBNA0YmkRh7svKsdg_df6JanDiX33IGvUIfETy5B4J28GbJ_oDECiPGH2hxOX,1638,Jiuo-o,2.0,128589.5,470582.4,True,1
8445277,M24,holyfck,1.0,267804.7,112962.8,ERANGEL,2U4GBNA0Ymm0OFSD_O16VVBSUPNASWCP2a0T8jOiALaRe4EhC-oQ9snrXow4czBh,1446,Vivian-H,2.0,244813.0,123624.7,True,1
1593713,VSS,CuppieCake,23.0,633065.2,475414.9,,2U4GBNA0YmmPyudn-HItcUGjMf4jqgRz0u58PalMmxxA3QFfQ4-ik86-5MiQlIsg,239,timmythick420,2.0,633358.7,475205.3,True,1
5892006,Grenade,DoopMoop,1.0,495377.6,240641.8,ERANGEL,2U4GBNA0YmlrpFy5wt2r4bnQZA1q4XOUDkm6yzEpToXlTOqTOrQP44-VVEkcqBqE,1769,Benjiersen,2.0,494292.2,246518.7,True,1
6004681,S1897,TrustMyCandy,16.0,371147.1,414587.6,ERANGEL,2U4GBNA0YmkZ8nyo9p5_ikrp9XJcNASregyEkX6rEWkyUC1kIrq6QVhPYKvUTSpy,305,Qc_Tabarnak,2.0,371271.6,414633.9,True,1
956739,Down and Out,CHL95,1.0,478100.9,394564.1,ERANGEL,2U4GBNA0Ymnv9MHFjGNiuTUaARHvSgHgOH0C1S7LU-FZ4o_T6QGzvOwTETurZsnI,1790,Bear_sang,2.0,478395.0,390646.8,True,1
5219105,M416,Crazyboy7,1.0,225942.6,364424.9,ERANGEL,2U4GBNA0YmlBS58CcYeW_IeG_vK1NxvRpWSDROCjDzXwVL9OhM6YAEH3Yqo6qjph,1809,DONGBA_96,2.0,227656.2,364495.8,True,1
12396204,Down and Out,Kuaishou-QiFeng,4.0,105198.5,365684.0,ERANGEL,2U4GBNA0YmkHmpjllKCL_LgupUv7y4JDLFVFK21Dc03aB-Fr9RN2OtD4y9RTWgiA,1764,KAKA23287,2.0,104887.3,362024.5,True,1
566918,SCAR-L,CONCSML,1.0,154759.4,465949.3,ERANGEL,2U4GBNA0YmkxUNh8ZAQY1_Y78vIevHRYQK1Tsqdp3tzWjw8tkSL2WvudpXvAyVqa,1960,chickgodkang,2.0,153865.6,464071.4,True,1
12298135,M416,sysysf,1.0,352315.9,210192.3,ERANGEL,2U4GBNA0YmmIOIH0i-vgGnoANPhmvMFAlC3dFI6m-iUHTJ1_QW6m2i6YdNK0Cz8S,1793,Wenonah,2.0,357478.4,216055.8,True,1
3085508,M16A4,MinaKrystal,1.0,277590.3,130808.6,ERANGEL,2U4GBNA0YmlU3Id-e9Tq927oxNuqJ_c71k6fLSTQ4K6joZHVYjR9zAaH-xxn5ozd,1961,chenyushishen,2.0,282791.5,128747.7,True,1
12525402,Down and Out,shunfenexpresss,1.0,353087.8,463212.9,ERANGEL,2U4GBNA0Ymljut2DI-JCI4EWhu9CQQCkLntWgxOmiZFQ-MyaNoV99rv3SR2osnTJ,1575,die115,2.0,342908.2,504066.1,True,1
6915006,M16A4,Apocrpha,18.0,583807.7,312418.5,ERANGEL,2U4GBNA0YmllfQw_ZEKXnKEe6eTcX5pm-P-z4B_Q38PHsolxt3hlmHnFNRzLCKKR,768,TNT--boor,2.0,575501.6,325533.4,True,1
7891531,Grenade,JustLearn,1.0,419626.2,697787.9,ERANGEL,2U4GBNA0Ymk7N3044_xmqT0f5onrR2l7iAVg8fcy2HpFKY7g5hwW6asrNwoLrrTA,1799,Cnin,2.0,415400.3,696707.2,True,1
11586406,M249,Brave-XIN,1.0,602998.6,445433.5,ERANGEL,2U4GBNA0YmnigcH7EGRtcYgIzoUsafHBWHrBAQrRVUzcj8nDcIOoYLSuPNu0T0qo,1809,huasha_,2.0,601758.8,444975.1,True,1
5460720,S1897,Jaspanesepig,26.0,362327.0,412772.0,ERANGEL,2U4GBNA0YmlYR1k-gNCVuV08sFTmoSJMyjKS5kmxT089Hg2AWUb_OTexlhWWYFf_,413,cixin-1994,2.0,362277.5,412591.5,True,1
7673350,VSS,Sheshells,31.0,409732.9,282378.5,ERANGEL,2U4GBNA0YmkNulFhQj0wBgF6tMFYIIji-C87_DKvLnK-XZSWowTdcMEsugiPV39H,356,maowei97,2.0,407562.7,284113.2,True,1
13162755,M416,PG_one-Z,1.0,332830.9,409648.4,ERANGEL,2U4GBNA0YmlfBCNhhzhYE1EhjXhgByjGJJOe3_rq7AHJtOoMNENnXOndaCBfwEYV,1887,tzzxnb,2.0,335655.6,406911.4,True,1
1693188,M416,WoDeJJHengChang,1.0,591085.6,480822.4,ERANGEL,2U4GBNA0YmnG0LM_U1D-R0oBHcEfKSqpryijjWSgRQzTDKEXKFXvozVIP1on9fPo,1970,zhengyongqiang,2.0,590543.5,480529.2,True,1
4919770,S1897,Rogurts,17.0,367139.2,289687.2,MIRAMAR,2U4GBNA0Ymnb1fACHAeM1YcHF4qtvtckfz0xPVtp5Va4au8VsikIpSXRisAA1vHZ,185,LCD_MING,2.0,367077.5,289874.7,True,1
2363334,M249,lishangxuan,1.0,307864.9,441214.8,ERANGEL,2U4GBNA0YmkS7i3TzQRtDu6DTzlxLHsxAoec496WEs5igEdALC61c6OuOHXeKcek,1494,YWJL123,2.0,306184.8,436637.6,True,1
1901149,Down and Out,pllaaaawe,1.0,672737.8,488307.1,MIRAMAR,2U4GBNA0YmnUZLFDsE5fa-76DpSXgIiUY9zNhSLYIzUpLHQXxj-k7eKRve99ZOEM,1803,sosa--,2.0,681236.1,486764.8,True,1
6834153,Groza,gogurtlover,1.0,390596.9,135715.4,ERANGEL,2U4GBNA0Yml4ty28J9VykMWJ_hB9OIq3VBwHCUvv05rvHIMQrJZeBTtEIvuozxF6,1936,Nina007,2.0,390168.3,135446.1,True,1
13206962,M416,Zs1oe,1.0,586279.4,417366.8,ERANGEL,2U4GBNA0YmnrD2z3m4EpBwE7QY0sATck_8iYRwANagmkt0I9Bv5vHyQVnsJM6_6z,1871,Hellen_Killer,2.0,580707.7,418008.6,True,1
2549227,Punch,Jason_Wang,13.0,481134.9,667198.3,ERANGEL,2U4GBNA0YmkBPDDxx2ltjz8JI-qvjIpc1wfacbVGNPwEbrCSHm6NrUHW-fuTTEyz,591,luhang66,2.0,481086.5,667263.4,True,1
8469483,SCAR-L,SuperWhan,1.0,393602.8,621902.9,ERANGEL,2U4GBNA0YmmJF7BlWPSYWZ0tbNPkMaHXOBsvQ6nQkQl-S-S4xei9AQa1ZTya54s4,1976,CJTempestz,2.0,393483.4,621169.7,True,1
9071057,Bluezone,,,,,MIRAMAR,2U4GBNA0YmkTeepPVJftnOwrG20crky2MeOQbVg5uYq8IuS-5mApzGlypm543MOl,1752,fj071119,2.0,538550.3,447337.6,True,1
2685242,SKS,SadBaba,4.0,514956.3,503088.7,ERANGEL,2U4GBNA0YmmOMpI6prE_nadtTy2OT4S56k7Pnlii3Jljt7Xbi3BGK39dCKD-wjWP,1739,TheG0VEN0R,2.0,507086.1,493013.8,True,1
12845739,SCAR-L,Lazz21,3.0,262342.2,527561.4,MIRAMAR,2U4GBNA0YmkWPB5tZdQmcdbbHm5Y9mH51XiInoNCDDNL_DCOEq6iGO4EqaGYXyU1,954,taojinweiZZ,2.0,267759.5,524740.3,True,1
2648957,UMP9,xty007x,1.0,341883.3,491675.1,ERANGEL,2U4GBNA0YmkPbQwsOqQ9PJ05eRtxxEy8XvAwLAw-ZN0V2HJKiC4kk_W-i6e39MH-,1866,VTA-N1neCatss,2.0,342346.0,491800.7,True,1
6492103,M416,DieAnyway-,1.0,485046.4,433886.2,MIRAMAR,2U4GBNA0YmmL1OJfKqzU6Exn6My9EMae5fAMpG7UBgekLKO75r5lA9VSs5poRvgJ,1897,KERMIT91,2.0,484665.6,435264.6,True,1
1693875,M416,peisiw,1.0,462657.1,640861.6,ERANGEL,2U4GBNA0YmnsmNGU63i4lu90JgkH4ssxG2-KqSy-_Ngzls6B4g3w0Mktv3fwGwFH,1851,suyinan,2.0,457362.6,644104.0,True,1
8658354,Down and Out,JavenJW,5.0,683601.8,384710.2,ERANGEL,2U4GBNA0YmmQk8tu_Q3WSuAL4Xn96dpggr-K5-8SJR6p1C_85I9SLnUkFDu5-Z9f,1363,PandaTVGman7,2.0,696369.0,371692.6,True,1
6429387,AKM,the_campaigner,6.0,625312.7,555597.6,MIRAMAR,2U4GBNA0Ymm0HgJW9vJHMeXHRR56XeOfxfpJ-Zadyndvs994qHoTO45J_kRF_-VH,1616,LifeLikeGae,2.0,625591.6,554916.6,True,1
8239124,Down and Out,HyD66,2.0,231989.0,362330.9,MIRAMAR,2U4GBNA0YmkDlaOMdPOv7vsl5IUu7e9bsJkCS8czCi27lDhRyRaJIX3j_naGZEvp,1078,HyD66,2.0,231989.0,362330.9,True,1
2651090,Down and Out,kyler916,1.0,227827.7,344506.3,ERANGEL,2U4GBNA0YmnMzyMLTAymvjqU3DnIBZ6cWGdGlt_-RAHjvkFMykFWlVgMM_U6azVx,1948,Viiice,2.0,228757.9,346235.2,True,1
7456443,M416,SparkyGT,1.0,366224.9,602185.6,ERANGEL,2U4GBNA0YmmurZl2kk-Jb84Nk5HEU4phnKS1wZqvbrxEFsjoAMBsgnzbBClQihra,1851,wsnyy_14,2.0,370483.5,600171.4,True,1
11460932,M416,dasaoyu,1.0,388719.1,193541.7,MIRAMAR,2U4GBNA0Ymlsm3comU6liD0Xi2gc8_IQ2oYO_SDt4wjdboua2LmCHlvlu4_R3aGw,1866,DEDMOZAY,2.0,393994.5,197880.1,True,1
5424249,M416,Gordon55M,11.0,404618.6,294459.4,ERANGEL,2U4GBNA0YmkLNlJY5pn9HkjCMZVRuY3DFkRLQhRXY_SfcsTogBC2Y4DiiPLcKYWp,1203,Static010,2.0,404854.3,294492.9,True,1
3245710,AKM,ExaMpLez,3.0,392545.5,235678.1,ERANGEL,2U4GBNA0YmmHSszWxX5QQlJ71_qwbwO6DE4kBkh8k4KGUbVNwzWopLn_QTBSnMp6,1781,MedTek,2.0,391892.6,235689.3,True,1
9100734,SCAR-L,ARTstyle18,1.0,378062.1,294580.3,ERANGEL,2U4GBNA0YmnB1ZyQCDNaDspL9xzrvjtpJTvinVA2qBlUKh1AU7TfjtesKlbzfpHi,1944,StomTR,2.0,377938.2,296943.7,True,1
10929232,SCAR-L,906556807,6.0,378168.8,373184.3,ERANGEL,2U4GBNA0YmkHngZwbo5xfMi9qgo1PtMjal7N_XMA7vFDrswEYCf88aGDrJcbBxcT,1604,llsdsgy,2.0,383190.0,356225.0,True,1
2664098,Down and Out,Minhbip,1.0,641643.8,325389.1,ERANGEL,2U4GBNA0YmnUWbIm17iXukgroEA6NyCYhnhLhZn_jKnrZInLC-ZTwvF4FCSyqad1,1804,SBtutututu,2.0,640652.0,337015.3,True,1
12829987,SKS,lxCRAZYSCOPESxl,5.0,538791.3,306567.2,ERANGEL,2U4GBNA0YmmZcJ9kdi7WbSifW3LXQqWCol7HNSUkPMKrQxWyDb4yDZRIKwKneQ5q,969,CuteyDJ,2.0,537024.1,313505.9,True,1
4012739,Down and Out,RaGeXChAoTiC,10.0,445515.9,386677.9,MIRAMAR,2U4GBNA0YmnJiBioON_lCKGo49Avn4S6PHFk_RSZzWMlsKuJpzzD4QFvatkYISBV,1424,F19951217,2.0,447948.5,394739.3,True,1
2344225,Down and Out,PIETRYGA,1.0,392898.2,705569.2,ERANGEL,2U4GBNA0YmlafsLWDP4IQxkxMMQEwazRK6SDbiikhwvbKCUVqoGzXhUKpMEIOOTd,1853,DongD1ckMeat,2.0,388164.8,706742.7,True,1
9717416,Falling,,,,,MIRAMAR,2U4GBNA0Ymlbsq4H1GeNGhgbQ5oOYvgCkdrCxpxnUn_3uTStVAK_meTgMhhhg-4e,1084,skyguizi,2.0,480552.9,586383.7,True,1
9295537,Kar98k,GAMECANFLY,1.0,269727.0,485128.3,ERANGEL,2U4GBNA0YmmDTDu_Q8gk34as1AxN0RYdiJTwuvdoT59z8BaC6VE0vAZ1UzF6o9Nk,1773,Pabloanchilades,2.0,274536.9,469907.9,True,1
11070249,Bluezone,,,,,ERANGEL,2U4GBNA0YmmjZAu-H9e-6qm0ixDDA63nKk-3UrzSbqanfZQtSoiKt6j3uRpLG3zq,1876,xAlucardxx,2.0,301420.0,283380.4,True,1
10570705,Down and Out,RNMMP088,1.0,114155.5,325255.9,ERANGEL,2U4GBNA0YmloJLRIeVWtK-A6ipt1iC-2K7hVbb1HmRvPtjkuPAoYzBEg19PpiRyT,1834,HXF-98k,2.0,112667.2,323337.6,True,1
5573580,Mini 14,Cherchez_LaFemme,1.0,450618.6,191806.2,ERANGEL,2U4GBNA0YmmSAtCPqVo4bSI16pX85tw8_TqCJa1L_cOosEzfGnmK2AV6CQ9x1-4y,1765,Fournut,2.0,452052.2,183116.4,True,1
2397466,Down and Out,,,,,ERANGEL,2U4GBNA0YmmR-7Tjizmva9Q2cdK-D38xe_6AROBiptnrudD3ZY3sKxURHLeSI4_f,1512,Blurryface346,2.0,500647.2,664424.3,True,1
1786001,UMP9,00Sunshine00,1.0,630169.0,306075.4,ERANGEL,2U4GBNA0Ymm2Kiq1aXRowkSL6dIP34joIcEVOF_JVErpk-NNRt7mIvIzrWBInsgG,1813,Yangongwyz,2.0,630474.8,306965.3,True,1
12486523,Bluezone,LavarBalls2Deep,1.0,320074.5,455387.0,ERANGEL,2U4GBNA0Ymmb3yOLh4RmZtjd9oKi4isUhBkCnRIcMiZ4g6joz4iryDA0TGMwCxtf,1645,HaphazardDamage,2.0,300810.2,456758.7,True,1
1831038,Down and Out,,,,,MIRAMAR,2U4GBNA0Ymk62lEutESXUQ6G1U04CagMz0QSWKh_ynMTWKTEZUnmICVvvMG2pepD,1524,SakuraLu1111,2.0,281633.6,525970.4,True,1
1012081,M416,N1K0zki,1.0,625045.9,351870.6,MIRAMAR,2U4GBNA0Ymm9TjhPUzHcFM5tOw8JBIe6vyTznKZJaMtibySgOLFsVtobiqH7eInV,1844,IDeadIShot,2.0,618994.6,352439.3,True,1
336051,M416,SkyEffiX,1.0,355036.0,415482.2,ERANGEL,2U4GBNA0Yml6CnuU0-Pz-GrZSJyn7eDWG0IdsgoBsVjuOLrLJuKCExSma4IalBbL,1927,ZekeTANGY,2.0,356403.8,416256.0,True,1
10407851,Grenade,LazzinessPays,1.0,665781.8,311937.8,ERANGEL,2U4GBNA0Ymm0lVApN5LwMD8J1FylU_ADRblnTLFFtz6qrq4eOYencd-huzNR4d-K,1830,CIVSEL,2.0,675584.0,320987.7,True,1
6330597,UMP9,Hufsa_,15.0,83542.73,478877.6,ERANGEL,2U4GBNA0YmnQjw2MPev-bOO2uilsfsFwFRAwRjaVreWcJAdnHZayZ0zOn5QUzg8u,966,UnknownPathogen,2.0,83332.15,478589.7,True,1
4391935,Bluezone,,,,,ERANGEL,2U4GBNA0Yml4fyON4RQFgz2C2q6vdJqCRlJOoLOL5bvU65w3x4fSBU-DHjry6QzN,1649,Malus333,2.0,620163.6,116146.5,True,1
7555217,AKM,WestDoorHonn,1.0,553759.2,447227.1,ERANGEL,2U4GBNA0YmnYgZ6icn7gG8aKdGNqjndYKR7jMQOhSYBUzDKBjHFO_6MuILrLm76A,1900,AsheLiu,2.0,554378.9,455491.4,True,1
12398538,Grenade,weixiaoEM,10.0,447510.5,376200.2,ERANGEL,2U4GBNA0Ymkki7cr2-gnD85stw8j44ahozMfXCai6xqA4I1Zh854ueZ4KPL9mE6b,1141,WeebGumby,2.0,449265.4,377709.4,True,1
9729082,UMP9,CLOSER124,18.0,647205.8,432710.7,MIRAMAR,2U4GBNA0Ymk7c4LYAPedtHNxdV1qnmXbFrv0fQ1WU5HGsht1ljGME1rok9ftg8KP,147,15888116088,2.0,646933.4,432645.9,True,1
1539086,SCAR-L,Skelerex,1.0,358903.2,420958.7,MIRAMAR,2U4GBNA0Ymlagf8xdC2MudP7luJSsUmwIiqqtBOgFAkKoNotz7_gC1ZaW6vp7urT,1967,MingJiYvY,2.0,358722.5,421082.7,True,1
7227980,Kar98k,xiao-hai--,1.0,337252.9,612512.3,ERANGEL,2U4GBNA0Yml16wK8k_sVA-Piu2DTiPpvtqlrinAtFVZCKoanUQEzaxkU0qeN8-ws,1713,Langet,2.0,337114.7,600989.4,True,1
5906600,Punch,Fainaha,25.0,451916.8,630871.6,ERANGEL,2U4GBNA0Ymk-oYIOr90rlezbhl8IfFWSmigaJTJ8Hely_rTCvb7FUxWMyi4fMThl,256,WuDiDaPi,2.0,452032.9,630868.2,True,1
12140679,M416,Death_Chainz,1.0,595415.2,372113.2,MIRAMAR,2U4GBNA0Ymn8sU1fjkK_pCuRSCxbTsntVKWcki3V7s_lgqwLwmSv59neSDoz7JAI,1722,arrogance321,2.0,599924.4,378214.6,True,1
8410183,M416,LOBBYOPEN,1.0,162986.2,520555.2,ERANGEL,2U4GBNA0YmkWX1kR6PXzEwnRxHS2fMMqF_kCr9eGVa7Fjf3crqzZ2UL0Y6xuIM2f,1949,Syx7,2.0,163334.1,520367.3,True,1
6192554,M16A4,easder110,10.0,440244.6,485589.9,ERANGEL,2U4GBNA0YmlKEoOdZb6VenGuoPnTesAOMODyXlka7r2ew0vhs2xstIaDTPBrVkHJ,407,ChinaLZe,2.0,440531.3,483955.1,True,1
2142411,Mini 14,PrideQ,24.0,373452.1,416712.6,ERANGEL,2U4GBNA0YmlSWoTG_0iApp2AHbq0nFJ3XR1kixehcX0pd-YqOD_k5HpOVxWXil3J,147,illustriouswaifu,2.0,373742.7,416979.5,True,1
5824358,Kar98k,squid_fart,1.0,493172.9,467244.2,ERANGEL,2U4GBNA0Ymlz-ZZB4QTEGVDh8A9PD4Te8ng3cWIqv4xhoVBBCX9r6Z8LQ8btFY7Y,1874,HUYA_YangZai,2.0,490467.9,476839.6,True,1
4337559,M416,blindeye13,28.0,253628.0,332288.8,ERANGEL,2U4GBNA0Ymm8n07nkIGp5vuka5S1ci3T54eBoXO1y__ZI-6UDAkY269RgbTlieQG,1873,hezijin666,2.0,253340.5,332130.5,True,1
3063100,M416,woshiniye123,9.0,0.0,0.0,ERANGEL,2U4GBNA0YmmQwj1TNvWtMXFZ_N5iSBnyPxObBLdY-j0Ue5a9DqN8iYYQgXAj4uEV,1308,Gazada,2.0,299620.0,157937.9,True,1
6648345,M16A4,DustinHu,1.0,258046.7,187311.0,ERANGEL,2U4GBNA0YmmFOZkY-sRk5jmNHDmvqtg9t0PiNJxsziglNLdEfC6HMiyhnJf2B3Dp,1876,Burning-war,2.0,254531.7,189733.0,True,1
2732261,SCAR-L,SouthPaw048,1.0,337986.3,384876.9,ERANGEL,2U4GBNA0YmnqLC4FkXQl59jVf28wg3-qXQa7r1dLQeLBSx-1fjxwwzuELq-VslAn,1952,maxinewell,2.0,337133.5,389603.8,True,1
